MB_CODE_2016,MB_CATEGORY_NAME_2016,SA1_MAINCODE_2016,SA1_7DIGITCODE_2016,SA2_MAINCODE_2016,SA2_5DIGITCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,GCCSA_CODE_2016,GCCSA_NAME_2016,STATE_CODE_2016,STATE_NAME_2016,AREA_ALBERS_SQKM
60001201000,Parkland,60203106405,6106405,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,6.5752
60001202000,Parkland,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.3615
60001203000,Parkland,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.5829
60001220000,Primary Production,60203106405,6106405,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,98.0431
60001230000,Primary Production,60203106403,6106403,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,33.2034
60001240000,Other,60203106403,6106403,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,16.0848
60001250000,Primary Production,60203106412,6106412,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,13.6265
60001280000,Other,60203106412,6106412,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,19.5573
60001290000,Primary Production,60203106412,6106412,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,17.4558
60001300000,Other,60203106412,6106412,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,23.0862
60001310000,Primary Production,60203106110,6106110,602031061,61061,Northern Midlands,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,153.0755
60001320000,Parkland,60203106412,6106412,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,162.4446
60001331000,Primary Production,60203106417,6106417,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,425.277
60001332000,Parkland,60203106416,6106416,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.033
60001371000,Residential,60203106404,6106404,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.2055
60001372000,Residential,60203106404,6106404,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.1933
60001381000,Residential,60203106404,6106404,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0892
60001382000,Residential,60203106404,6106404,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0752
60001390000,Residential,60203106419,6106419,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0778
60001400000,Residential,60203106416,6106416,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,1.5115
60001420000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.146
60001430000,Residential,60203106409,6106409,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,0.0948
60001470000,Other,60203106402,6106402,602031064,61064,St Helens - Scamander,60203,North East,602,Launceston and North East,6RTAS,Rest of Tas.,6,Tasmania,21.4624
